S#,C#,GRADE
2197753307,BSIS400121,94.0
2191614442,LITE401121,88.6
JL21993620,LITE401421,86.9
2222504770,LITE402321,92.5
2218113808,LITE402421,null
2193885756,FEES500101,null
2229426190,INSM502001,92.5
2193083329,INDE401601,95.7
2225502370,LITE304421,81.3
JL22006930,GNED101001,null
2208007143,GNED101101,null
2208855253,INSM401201,72.6
2216616451,LITE305821,92.4
JL22005641,INSM502101,94.2
JL22144367,INSM900301,82.8
2211164547,ITDE500601,86.4
JL22255912,GNED101101,null
2216551723,MACH390801,93.4
2210981626,GNED101101,null
2203324662,LITE306321,75.8
JL22113164,LITE306321,62.5
2220817022,LITE306921,77.3
2216311834,GNED101001,51.5
2227526851,LITE305321,85.9
2222281334,MACH391501,78.5
2214674581,MACH390901,49.3
2199134930,LITE502221,null
2198671524,INDE400601,null
2227909867,LITE304621,80.6
JL21916613,JZSJ900121,87.2
2195546800,JZSJ900301,80.8
JL22012808,LITE502221,55.7
2205512985,MACH392301,96.7
2214452660,INDE501001,62.2
2218374589,GNED110400,78.7
2196366275,JZSJ900121,89.9
2206089827,LITE401421,71.7
2217160074,INSM502101,70.2
2211246633,INDE900801,90.8
JL21956549,INSM401501,68.8
2203225789,LITE305621,72.5
JL21986392,LITE302321,68.6
2218281579,LITE501321,98.0
2196895336,LITE401521,79.2
2200920454,INDE300601,76.7
2218817348,INDE900201,89.3
2201018326,INDE000701,80.0
JL22086058,INSM401801,95.5
2225460526,BSIS400121,67.3
2228057245,ITDE500701,null
2218380408,LITE200521,65.7
2201320179,INSM302001,82.3
2219493593,INDE900201,77.1
2190404097,LITE501321,54.9
2221066712,LITE502121,65.2
2219573005,GNED106492,91.0
2222931734,INSM302001,61.5
JL22259764,SOCP100190,73.9
2208600490,LITE302321,72.9
2225611204,SOCP100190,62.6
2194630264,GNED106492,76.2
2217981216,LITE101121,59.9
2211104249,GNED101101,42.3
2192940455,INFT500121,74.1
2190197058,BSIS400121,78.3
2222205377,LITE306921,97.1
2212973577,FEES500101,85.6
2211303085,LITE306221,66.9
2190675360,INDE900201,71.3
2229074325,MACH392001,null
2226042811,MACH392201,98.8
2229016938,GNED101001,97.6
2218606372,MACH000201,56.3
2222504770,MACH391401,75.6
2208584734,LITE306821,74.1
2225611204,GNED101101,78.0
2195040600,LITE101021,52.6
2201329230,INDE000701,91.8
2216944048,FEES400301,null
2207165215,INSM502001,60.8
2215480562,LITE305621,73.4
2211303085,LITE401421,82.4
2192940455,GNED106292,null
2202662239,MATH400121,91.0
JL21941350,LITE304621,61.9
2228679987,MACH391401,79.5
2190923201,GNED100401,90.9
2220384768,ITDE500601,null
2207347932,GNED106492,87.2
JL22174348,INSM900301,80.4
2201893453,LITE306121,78.6
2193083329,LITE306821,57.4
2227526851,INSM502001,94.4
2207389931,GNED106492,null
2229027418,LITE200521,71.9
2208131669,LITE306821,92.9
2214070513,INSM401601,66.3
2200933621,FEES400101,79.3
2220987824,MACH000201,null
2227123322,MACH392401,80.4
2196733799,GNED115200,81.3
2212084232,MACH392301,56.1
2222610011,LITE401521,74.4
2212182114,LITE501321,70.8
2215567948,INDE500801,null
2207742692,INSM401601,90.8
2209702379,GNED106292,77.2
2222205377,LITE306221,61.0
2217886409,FEES400101,73.0
2226019923,MATH400121,81.3
2208978008,GNED100901,91.9
2220587601,INDE401501,50.2
2200152753,MACH000201,76.2
JL22263603,INSM401801,49.0
2209699506,LITE200321,64.3
2207165215,LITE303721,98.1
2214674581,JZSJ900301,89.2
2225372704,LITE303221,100.0
2214804955,INSM401501,55.1
2214538316,LITE502121,95.6
2206580161,MACH390801,61.1
2220894547,FEES400101,88.7
2216573209,BSIS400121,59.9
2217873149,LITE304621,45.4
2214538316,INSM501901,75.5
2212799123,LITE501321,66.2
2222381192,MACH000101,47.9
2200440173,GNED110400,67.2
2220486760,LITE305021,79.7
2217873149,LITE200521,92.3
2194916534,LITE402421,97.1
2197840617,INDE401501,65.9
2224676405,MACH391401,89.5
2229443238,MACH391201,82.4
2192297206,LITE401521,54.2
2210238366,GNED106292,63.7
JL22261261,GNED100601,null
2198993184,INDE401501,96.8
2190186105,INSM900101,89.0
2204593432,INDE401401,81.7
2213981998,ITDE500601,85.4
2218113808,MACH392001,69.9
2197128337,LITE305321,71.0
2202069590,LITE200521,79.7
2201078084,LITE306821,98.6
2216826207,LITE302321,70.1
2218323005,GNED115200,90.2
2196348353,INSM900301,83.8
2223381898,LITE501121,61.0
2221109638,MACH390901,81.4
2223586956,LITE305021,82.9
JL22015762,LITE306221,88.6
2216551723,LITE101121,83.1
2211793385,LITE101121,49.9
2225372704,GNED100701,73.9
2229320770,MACH391501,81.7
2203899597,INSM302001,null
2206372474,INDE501001,74.3
2217160074,LITE402321,64.8
2212973577,INSM502001,70.4
2228764844,INSM502001,92.5
2216338733,FEES400501,51.8
2217614017,FEES400301,93.3
2213941557,LITE306921,82.3
2217693062,INSM502101,79.3
2193187844,LITE306821,null
2209971502,INDE901001,79.9
2229016938,ITDE500701,90.0
2203884625,MACH391501,56.6
2219489078,MATH400121,null
2215140383,INDE900201,59.0
2204819248,SOCP100190,85.9
2197764511,LITE304621,null
2197753307,LITE306921,null
2196895336,LITE302321,89.2
2222765277,INSM401601,83.7
2201511265,LITE302721,80.0
2214452660,INDE400101,null
2198151239,INDE000701,72.9
2225767313,ITDE500601,91.2
2211794411,INSM501901,93.7
2208810388,LITE101321,49.5
2198993184,INDE901001,74.7
2214802681,BSIS400121,95.8
2215897842,INDE901001,82.6
JL22166030,INSM502101,71.0
JL22179242,GNED106492,74.3
2210123496,JZSJ900301,60.6
2199052893,MATH400121,null
JL22053110,INSM000101,78.5
2222423177,LITE502121,null
2199955537,LITE302321,94.7
2191391380,GNED100601,87.8
2218135082,INDE400101,73.9
2221424213,LITE303221,73.1
2229320770,LITE305621,50.4
2200415270,MACH391201,91.9
2222609398,LITE402421,74.9
2217270492,INSM401801,60.2
2203663954,INSM502001,51.9
2224280819,SOCP100190,null
2194404805,MATH400121,77.0
2205714505,INFT500121,82.3
2217299447,INSM401801,64.0
JL22166030,INDE900201,82.4
2192281149,LITE401121,96.2
2203445445,INSM502101,75.8
2217962485,INSM501901,null
2215374290,INDE400101,45.9
2192138809,INSM401201,87.0
2195200129,GNED101101,98.3
2215615640,LITE306821,73.3
2221951145,LITE402321,82.6
2198679623,JZSJ900101,null
2201120320,GNED115200,26.3
2193932324,LITE402421,91.8
2194498354,INDE000701,57.2
2219489078,LITE502221,66.4
2201329230,FEES300101,84.4
2226460019,LITE402621,90.3
JL22279882,FEES400301,65.0
JL22174348,FEES400101,59.8
JL21941350,INDE401501,null
2195153825,INSM900301,96.4
2193083329,GNED100601,64.3
2199942832,LITE101121,73.0
2202617602,MACH391201,null
JL21994570,INDE901001,74.9
2216826207,INSM502001,75.9
2218240240,JZSJ900121,null
2206762710,ITDE500701,27.8
2194490065,MACH000201,76.6
2190745537,LITE401821,95.1
JL21941350,LITE306821,77.9
2202777748,INDE900301,53.8
2194093391,GNED106292,98.3
2201415493,MACH000201,74.7
2193263702,GNED101001,81.3
2204858514,INDE900301,59.3
2217435033,MACH400301,85.2
2211706172,LITE401521,45.8
2219017418,LITE401821,null
2212376150,ITDE500601,81.7
2218081326,GNED100701,86.6
2192494355,LITE306821,70.8
2215837292,LITE401521,44.7
2193918066,LITE401521,80.8
2212166682,LITE200321,79.0
2195937834,LITE402621,88.8
2208781712,LITE306821,43.4
JL22232817,INSM900101,85.0
JL22182937,LITE402621,68.7
2229914911,FEES400301,85.2
JL22142352,GNED115200,98.4
2200251565,MACH391201,94.1
2221678123,LITE401121,86.8
2199052893,GNED100701,66.1
2195807279,MACH390901,null
2211960426,INSM900101,51.8
2199845411,INDE300601,67.1
2191886330,GNED101101,null
2212376150,LITE303221,94.0
2202014275,ITDE500701,53.4
2191288698,MACH400301,null
2219193336,LITE303221,75.4
JL22022091,LITE501121,52.1
2228679987,INSM900301,84.0
2222268852,GNED100601,68.1
2195936057,INSM401501,95.9
2222808290,GNED110400,68.8
2218281579,JZSJ900301,69.9
2191590488,INSM502101,74.0
JL22068348,LITE501121,85.5
2198679623,GNED100601,83.1
2198151239,LITE306921,89.6
2197355230,MACH392401,63.3
2201078084,INSM302201,95.2
2226212297,MACH000201,79.6
2221912866,CORE102600,null
2191932556,INSM502101,87.1
2218007133,LITE402621,81.3
2196972533,INSM302201,80.1
2217873149,LITE305321,87.3
2209731783,AUTO544905,null
JL22255912,MACH000201,73.4
2219522628,MACH391401,70.6
2197292217,GNED110400,81.0
2215138684,INDE901001,91.8
2223465182,AUTO544905,55.1
2202910055,ITDE500601,74.0
2194947913,INDE900301,33.9
2207299612,LITE101321,69.0
2224905295,LITE501321,78.1
2209568965,GNED100401,87.8
2225678905,BSIS400121,92.8
JL22158559,LITE303721,83.1
2224447728,BSIS400121,67.1
2221100858,INSM401501,null
2227255346,ITDE500601,null
2221951145,INDE900301,85.2
2208740976,LITE305421,95.5
2205666652,JZSJ900301,50.6
2228142267,LITE306121,null
2229515517,INDE900201,81.9
JL21941350,MACH391501,91.6
2221951145,LITE501121,54.8
2215172777,GNED106292,29.7
2214067481,LITE307021,88.6
2191952580,BSIS400121,84.9
JL22291493,LITE303021,89.5
2201626426,AUTO544905,84.6
2205747004,GNED100901,98.9
2194340221,LITE306221,74.0
2216062620,INDE300601,78.5
2227101718,LITE305421,68.4
2224877439,LITE501321,null
2212581658,INDE900801,null
2195448773,LITE401421,44.5
JL22166752,LITE307021,18.0
2221366895,LITE305821,87.5
2218176742,ITDE500601,83.9
2208855253,LITE305621,75.0
2211794411,INDE400101,62.7
2215480562,MACH000101,null
JL22232817,INDE501001,65.9
2218167717,INDE501001,null
2217962485,FEES400101,91.9
2197276111,INSM401201,44.8
2214452660,LITE501321,66.5
2215662842,GNED115200,null
2213098491,MACH392401,76.0
2190198982,FEES400501,60.4
2191614442,MACH390901,85.0
2214804955,FEES300101,74.3
2201078084,LITE303221,76.6
2208603890,LITE306821,78.3
2216185143,FEES500101,64.3
2193115301,INDE400101,36.5
2210148681,MATH400121,96.5
2191379259,LITE401821,94.0
2202919951,INSM401601,null
2203528443,LITE402321,null
2223127636,INDE901001,74.3
2209660764,JZSJ900121,null
JL22179242,LITE101321,99.0
2216954812,LITE305821,66.1
2207748693,GNED115200,46.5
2203971487,GNED100401,70.0
2212711906,LITE305021,52.3
2204393364,MACH392201,null
2194404805,INDE401601,66.0
2219700103,MACH391501,96.6
2229572420,CORE102600,65.3
2223503816,JZSJ900101,72.5
2216338733,INDE401501,88.4
JL22209535,LITE305321,64.9
2217435033,JZSJ900101,76.9
2218817348,LITE200321,89.9
2213981998,LITE303221,86.4
2197787377,MACH392201,46.3
2213070093,FEES400101,71.8
2202617602,MATH400121,57.2
2207150892,GNED100601,68.3
2221109638,LITE302721,68.9
2211888549,LITE401821,69.6
JL21933205,INDE500901,93.7
2194496091,INSM401801,77.8
2224905295,GNED100701,80.4
2221651483,JZSJ900301,95.7
2198475837,INSM401501,78.7
2190197058,LITE302721,64.8
2212085607,INSM502101,null
2218351535,INDE901001,81.6
2221066712,MACH000201,null
2218240240,MACH000201,81.4
2193867221,LITE306321,52.0
2194590680,INDE500801,70.5
2202777748,FEES300101,75.2
2216129930,GNED106292,68.9
2209731783,LITE306221,45.8
2221783581,CORE102600,71.4
2206586561,LITE306921,null
2196793351,LITE101021,88.0
2227515856,LITE501321,89.7
2197164260,INDE901001,88.7
2227515856,INDE500801,74.3
2221651483,LITE306221,75.4
JL22057803,BSIS400121,91.4
2193632521,JZSJ900121,58.9
2207742692,GNED100701,40.6
2204758389,GNED100401,95.0
2198992036,LITE305421,81.9
2198230364,LITE302321,null
2219700103,FEES400301,90.1
2226110631,INSM000101,77.5
2214427327,LITE305021,69.4
2190611825,INDE000701,54.6
2217495436,FEES300101,99.8
2218570707,FEES400501,53.3
2200098061,LITE304421,77.3
JL22255912,LITE305021,91.1
2220396057,LITE402421,null
2196133768,MACH400301,49.1
2205574706,INSM900101,90.4
2195546800,MACH391201,69.1
2223813921,LITE306221,70.9
2222503625,INSM401201,79.6
2219431854,SOCP100190,77.7
2191743723,INSM401601,88.7
2217938597,INSM000101,59.7
2190159112,MACH391201,70.2
2193836106,LITE101321,81.4
2213098491,BSIS400121,51.9
2211244085,LITE101121,63.6
2194490065,LITE303021,90.6
2197127525,INSM302201,64.0
2211238995,INDE900201,77.1
2222239016,MACH392201,71.5
2190648174,INDE401601,83.5
2229525193,LITE303021,67.2
2199021248,GNED110400,75.4
2216987306,LITE101121,null
2218687112,CORE102600,40.8
2213647394,INDE401401,68.1
2197874365,MACH000101,55.5
2193632521,INSM401601,55.7
2201382820,LITE306921,77.7
JL22182296,INSM502101,null
2219522628,FEES400501,null
2211164547,INSM401801,65.2
2209900330,GNED106492,78.3
2192808515,JZSJ900101,83.9
2220381529,LITE305021,94.0
2192825623,LITE200321,58.6
2221424213,MACH391401,81.0
2212757351,INSM000101,null
JL22056979,FEES400501,67.6
2218007133,INDE500801,78.7
2221870794,INDE300601,86.9
2218606372,LITE306121,86.5
2216338733,GNED106292,89.4
2222785726,JZSJ900301,69.9
2218007133,LITE502121,65.3
2223495853,INSM501901,77.7
2217996207,INDE900801,67.1
2211530784,FEES500101,72.6
2224225210,INSM502101,91.3
2209543269,LITE304621,40.9
JL22182296,JZSJ900101,91.4
2197753307,MACH390901,63.4
JL22157269,INSM501901,82.3
JL22240435,INSM000101,66.8
2201382820,INDE401401,89.8
2190942237,LITE502221,63.7
2195897321,LITE306221,99.4
2193867221,LITE401121,72.4
2210679012,AUTO544905,42.6
2221912866,INSM401801,96.0
2194201101,MACH392001,null
2220894547,MATH400121,68.5
2203884625,INDE500801,72.3
2202797557,ITDE500601,83.7
2227759825,LITE306921,92.4
2228141357,JZSJ900301,78.1
2228886010,GNED106392,null
JL22236042,INDE400101,73.8
2228765196,GNED100701,81.2
2214660591,FEES400301,null
2216119028,LITE402421,64.2
2207150892,LITE501321,63.4
2191743723,LITE101021,76.4
2216987306,LITE302721,90.6
2227487099,LITE200321,44.1
2228886010,INSM000101,79.1
2209996472,GNED110400,89.7
2207294072,LITE303221,82.4
2197032776,INDE901001,82.9
2211104249,MACH391501,null
2220486760,LITE101321,98.0
2221625231,MACH391501,72.3
2229515517,LITE402421,null
2210941349,GNED110400,99.7
2213098491,INSM302201,58.4
2226445713,LITE306121,74.6
2190868876,INSM302201,45.0
2216357826,GNED106492,93.6
2207546468,LITE200521,54.5
JL22047151,LITE305621,79.1
2190159112,MACH390901,62.2
JL22259764,GNED100401,93.2
2203884625,INDE300601,86.0
2224877439,INDE401401,null
2222268852,MACH392301,null
2196366275,LITE304621,90.0
2221109638,INSM302201,65.5
2216381952,INDE900201,76.3
2222190189,FEES500101,76.1
2208855253,GNED110400,68.2
2206443442,LITE101121,86.2
2197431614,MACH000201,88.0
2221983041,LITE306821,56.9
2199604406,CORE102600,93.7
2222596723,INDE000701,59.7
2218281579,LITE401821,62.7
2200920454,LITE200521,80.7
2202069590,BSIS400121,85.9
2190213714,MACH392001,73.0
2197127525,LITE502121,64.3
2224568763,GNED100401,40.8
2205666652,LITE101021,null
2196888323,GNED100401,80.1
2201405952,INDE900301,54.9
2209759042,LITE306821,71.7
2218423174,INSM501901,null
2223855779,ITDE500601,65.5
2222996102,INDE501001,90.7
2197604359,FEES400301,null
2218423503,FEES300101,85.1
2200026968,GNED100601,54.0
2190923201,INDE300601,53.5
2201405952,INDE900301,61.4
2202470738,INDE901001,null
2215172777,MACH391401,72.0
JL22212440,INDE000701,91.3
JL22236042,INDE900201,54.2
2229443238,MACH391501,70.7
JL22107007,LITE305421,71.5
2227123322,LITE502221,null
2190159112,GNED100601,null
2221783581,MACH400301,92.9
2223503816,LITE305321,100.0
2203899597,MACH390801,78.0
2217148938,LITE402321,72.8
2217717189,MACH391401,94.9
2214117863,GNED101001,78.9
2219431854,LITE501121,93.6
2224877439,LITE306921,62.1
2222380116,LITE501121,66.5
2200306125,AUTO544905,78.0
2193310881,GNED100401,84.8
2221026560,INSM501901,82.4
JL22068348,MATH400121,66.3
2219231679,LITE307021,91.8
2224634745,LITE305021,59.3
2215529521,LITE402321,74.8
2201542042,GNED100401,92.9
2201382820,FEES400501,52.9
2227759825,LITE305621,81.5
2229515517,MACH392401,60.3
2213589879,MACH391401,65.2
2223908222,LITE306821,69.1
2198993184,GNED100901,98.2
2211960426,MATH400121,43.6
JL22109661,INDE501001,59.0
2217435033,LITE305021,null
2201320179,LITE200321,null
2200526024,FEES500101,46.9
2229432307,MACH392201,null
2208146340,LITE306821,60.4
2212581658,MATH400121,73.5
2214083584,INSM401501,43.1
2214346014,BSIS400121,99.4
JL22086675,LITE306221,82.8
2193960512,LITE501321,null
2212457866,FEES400501,67.4
2205257679,LITE401421,93.9
2200526024,LITE304421,78.9
2197032776,INDE900301,76.8
JL22242879,LITE306821,70.4
2219522628,LITE502221,81.5
2211244085,ITDE500701,71.6
2212376150,INSM502001,76.7
2223987668,INSM302001,94.0
2206453927,MACH391501,76.9
2214508750,INSM900101,79.8
2200582509,INDE901001,53.3
2199052893,INSM502101,67.0
2222996102,GNED106292,84.2
2213070093,INSM302001,86.2
2197605025,FEES400101,33.5
2195043024,INSM401501,74.6
2216944048,MACH390801,89.2
JL22025113,INFT500121,80.8
2212792118,GNED100401,63.4
2207126912,FEES500101,71.8
2195469338,LITE200321,73.4
2195568103,BSIS400121,null
2215802117,INDE900301,81.6
2195043024,INSM502001,null
2192128377,INDE400601,51.0
2224236792,FEES400301,82.7
JL22137004,LITE402621,null
JL22238064,INFT500121,null
2197884937,LITE502121,91.6
2193870304,MACH390801,83.7
2192808535,LITE303721,96.2
JL22087368,JZSJ900101,88.2
JL22238064,MACH400301,82.6
2226668631,INSM000101,66.0
2193263702,INDE401601,86.0
2203225789,LITE306921,64.9
2223750242,MACH392201,57.2
2223987668,INDE300601,null
2218169975,INSM501901,51.2
2196361366,INSM900101,75.4
2195897321,GNED106392,89.2
2226583471,INSM401501,96.6
2195936057,GNED106292,69.0
2195777977,LITE302321,65.9
2199771962,SOCP100190,60.0
2209066322,GNED100401,57.7
2195461171,FEES500101,76.3
2191288698,CORE102600,87.9
2210237286,INFT500121,69.6
2223611160,FEES400501,67.2
2200251565,LITE303021,50.0
2200306125,MATH400121,91.9
2191278913,MACH391401,null
2219194091,GNED100901,55.4
2199922414,GNED100601,57.1
2207742692,MACH391201,89.8
2212084232,INDE000701,60.7
2218248071,MACH392201,62.8
2221335401,INSM502001,null
2201542042,INSM302201,71.9
2209103755,LITE200521,83.4
2220090121,JZSJ900301,52.4
2223611160,GNED106292,95.9
2219290065,LITE303721,null
2200251565,LITE502121,32.2
2224280819,JZSJ900301,86.2
JL21907922,MACH390801,79.4
JL22025113,INDE500901,99.8
JL22268243,LITE306321,94.4
2221366895,MACH400301,97.7
2216944048,FEES400301,86.5
2219759945,LITE306121,52.7
2223611160,INDE401401,null
2194191237,LITE502121,81.0
2196691226,MACH391501,94.6
2197032776,INSM502001,73.5
2214067481,LITE305821,76.5
2208584734,SOCP100190,66.4
2196888323,CORE102600,63.0
2214452660,LITE401821,70.9
2217270492,MACH392001,90.3
2205714505,JZSJ900101,87.6
2208603890,FEES400501,62.9
2204105873,INDE500801,68.3
2211082395,INDE500901,null
2193113411,INDE300601,null
2206555606,LITE305821,55.2
2211948889,GNED106292,89.7
2216987306,LITE401421,53.8
2228057245,MACH392301,91.2
2196252065,LITE101121,65.0
JL22053110,FEES400101,null
2222674330,LITE302721,99.3
2195469338,GNED106392,96.9
2222444045,LITE401421,79.1
2227070358,MACH392301,81.7
2197764511,GNED100701,58.3
2196825251,LITE401421,73.7
JL21924326,INDE900801,85.2
2216129930,LITE101321,54.8
JL22109661,ITDE500701,94.7
2190186105,GNED100901,23.8
2191886330,INDE900301,99.0
2190923201,GNED100901,null
2229432307,INSM401801,78.9
2227515856,GNED106392,80.1
2214035774,INDE400101,55.7
2218374589,GNED106292,65.9
2196888323,LITE401821,77.8
2227292331,LITE402321,87.0
2227230580,INSM401601,58.5
2222784391,LITE302721,75.0
2222444045,BSIS400121,96.1
JL22263603,INSM000101,84.0
2197462818,LITE501121,93.6
2206715754,GNED100601,76.8
2214074682,INDE400601,87.3
2217938597,INDE400101,null
2215374290,LITE303021,null
2216933565,LITE306821,29.6
2223417116,LITE304621,55.6
2195200129,GNED101101,75.3
JL21933809,INDE900201,73.0
2196531193,INDE401401,66.7
2224225210,LITE302321,81.4
2206277422,LITE305821,72.4
2221321675,FEES500101,null
2195232186,LITE306121,94.8
2217817831,GNED106492,null
2215480562,ITDE500601,null
2220163322,INDE300601,87.6
2198993184,FEES500101,92.4
2218423174,INSM401501,88.8
2195153825,INDE401501,84.9
2212063484,INDE400601,59.0
2193783039,INDE000701,73.6
2214074682,MACH390801,68.4
2194404805,ITDE500701,null
2204430990,GNED106492,57.5
2212581658,GNED115200,null
2200933621,INDE401601,47.3
2195043024,JZSJ900301,null
2201013497,INDE900201,58.8
2190213714,INDE900301,59.2
2206767598,INSM000101,null
2220154964,INSM900301,65.4
JL21957877,LITE502121,null
2201382820,INDE401601,null
2220605100,GNED110400,68.3
2204061958,AUTO544905,76.6
2221783581,ITDE500701,80.0
2221026560,LITE501321,null
2224120773,LITE401521,77.7
2199604406,LITE302721,96.6
2219522628,INSM401201,98.0
2217607115,MACH392401,62.5
2218167717,LITE306221,65.5
2229027418,LITE306221,99.4
2220677463,LITE302321,91.7
2209731783,LITE101121,64.2
2218262929,INSM502001,60.0
2204765127,JZSJ900101,84.9
2210659748,SOCP100190,82.2
2194947913,INSM900101,83.1
2190218918,FEES300101,71.0
2205185638,MACH400301,79.7
2221625231,CORE102600,42.4
2221928896,ITDE500601,93.3
2219522628,LITE101121,64.9
2204061958,INDE500901,11.7
2221800247,LITE402321,91.6
2201893453,MACH391201,96.8
2201913018,INDE401401,83.4
2195696139,MACH392301,null
2206767598,INSM401601,73.1
2195461171,SOCP100190,40.1
2221321675,LITE305621,75.7
2226042811,MACH400301,null
JL22051260,INDE500801,88.8
2222190189,INDE300601,85.7
2190460988,LITE305421,79.5
2191573342,LITE303021,73.9
2218323005,INSM401601,54.4
2190833759,LITE501321,64.5
2190675360,LITE401521,66.8
2209702379,FEES400301,null
2211661449,MACH391401,54.1
2206313516,MACH392301,51.9
2200777628,INDE400601,86.0
2225678905,MACH392401,90.2
2223586956,LITE303721,96.8
2195461171,BSIS400121,94.8
2208781712,LITE304421,72.9
2227872334,LITE303021,66.4
2224142408,INDE900201,44.5
2210941349,INDE900801,72.2
2202777748,MACH391501,67.7
JL22171799,INSM502101,75.9
2192341356,LITE101321,68.7
2217915164,BSIS400121,58.3
2227706944,LITE402421,null
2209660764,MACH391501,54.3
2191526172,LITE303021,null
2212792118,JZSJ900101,39.4
2226644805,BSIS400121,74.0
JL22158559,MACH392401,45.4
2219194091,FEES400301,88.7
2212191765,FEES400301,84.2
JL22047151,LITE304421,82.9
2221424213,LITE306121,83.8
2200306125,INDE400601,69.5
2197127525,INSM000101,71.8
2197874365,LITE305321,null
JL21907922,INDE900801,null
2191891414,LITE502121,42.1
2215921996,GNED106392,70.0
2211661449,LITE305621,72.5
2224676405,JZSJ900101,39.3
2226033116,GNED101001,97.2
2227055972,LITE502121,93.3
2195232186,FEES400301,78.5
2229443238,GNED110400,93.0
2218404179,INSM501901,40.8
2227230580,INSM302201,null
2195807279,LITE101321,44.5
2192128377,LITE200321,83.6
2223189444,FEES400501,86.6
2191391380,LITE302721,null
2219988811,INDE900201,51.0
2191632426,GNED100901,67.0
2197971878,LITE200321,87.5
2222609398,LITE307021,69.5
2204576915,INDE901001,null
2226441989,INSM501901,31.1
2214070513,LITE401821,89.4
2214197053,FEES400101,73.5
JL22145128,INSM900101,70.6
2223597617,MACH392301,72.4
JL22109661,LITE306221,78.1
2200110656,MACH391401,79.9
2211536081,LITE200321,68.1
2229017735,LITE302721,58.3
2211238995,INDE000701,68.0
2207230793,BSIS400121,null
2191573342,CORE102600,null
2201802647,INSM302001,79.8
2228678682,MACH391401,85.2
2210406956,AUTO544905,67.3
2198992036,MACH000201,66.4
2227487099,LITE305021,80.5
2199555042,LITE402321,78.2
2196825251,MACH390801,68.6
2226668631,JZSJ900301,89.0
2200110656,FEES400101,null
2194340221,INSM401801,61.3
JL22086058,GNED100901,51.0
2204269096,LITE302321,55.2
2190675360,AUTO544905,62.8
2220417908,LITE306221,75.0
2192984966,INDE901001,77.0
2212084232,INSM401801,null
2224447728,LITE306221,96.4
JL22171799,GNED100901,92.6
2225548066,FEES400101,69.7
2202622585,LITE305021,null
2210237286,FEES400101,46.9
JL22240435,LITE401521,80.2
2202919951,INSM302001,76.8
2208007143,INDE500801,null
2222503625,GNED106392,63.8
2192138809,LITE402321,72.8
2223417116,LITE303221,83.9
2195936057,INSM502001,85.8
2197632031,INSM502001,71.0
2222996102,LITE101021,79.5
JL22006930,INSM302001,null
2212324590,INDE900301,64.1
2226033116,GNED110400,null
2196366275,LITE302721,96.2
2190444407,LITE306321,null
2229572420,MACH000201,95.8
JL22233925,INSM401601,93.3
2222381192,MACH391401,61.8
2217328213,LITE303221,64.7
2211793385,LITE501321,null
2196793351,INDE401401,50.8
2206429606,INDE900801,27.0
2205714505,MACH391501,76.5
2217817831,LITE305421,null
2207523348,INSM401801,86.7
JL22157269,LITE305321,58.2
2201013497,INDE300601,64.4
2207126912,LITE303221,57.6
2218169975,INDE500801,84.2
2192004102,CORE102600,51.8
2191632426,INSM401601,89.7
2211170882,LITE401121,83.5
2199922414,INDE900201,69.9
2221783581,LITE305021,null
2217305509,LITE306821,53.8
JL21984012,ITDE500701,93.6
2208603890,LITE200321,92.8
2219954155,MACH000101,76.6
2219954155,LITE402321,67.5
2214941166,LITE402321,73.6
2193848104,LITE200321,79.2
2227713932,LITE402621,70.1
2197604359,INSM401201,72.0
2216311834,LITE306121,34.0
2199845411,GNED106492,67.2
2229071720,LITE101121,66.7
2228057245,INFT500121,35.1
2190826591,MACH391401,72.0
2225372704,ITDE500601,54.4
2196133768,MACH392301,73.6
2223908222,LITE401121,48.0
2203324662,MACH392301,77.4
2195429530,INSM900301,98.3
2218687112,FEES400101,62.1
2216973606,FEES400101,85.1
2221800247,LITE306321,96.3
2229515517,INDE401401,null
2218169975,INDE901001,92.6
2217962485,MACH392001,71.0
2219700103,INDE900201,70.6
JL22223096,MACH000101,97.5
2218606372,JZSJ900301,84.4
2199859306,JZSJ900121,81.3
2218018122,LITE307021,93.4
2196366275,INSM900301,82.2
2195777977,INDE501001,71.8
2193932324,GNED110400,78.2
2229914911,JZSJ900121,65.0
2223503816,LITE502221,54.1
JL22281019,FEES500101,65.2
2222785726,GNED101001,86.5
2217981216,GNED106292,77.8
2200049881,FEES300101,85.6
2223813921,LITE305621,69.4
2197971878,MACH391501,64.0
2216954443,INDE401501,94.7
JL22025113,INSM000101,85.9
2190218918,LITE200521,85.5
2206580161,GNED101001,64.5
2216973606,AUTO544905,94.8
2216350852,INDE900301,69.5
2207462533,MACH392001,75.1
2203461422,INDE400101,73.8
2224877439,INSM302001,86.8
2220987824,AUTO544905,64.8
2192587724,AUTO544905,90.6
2195077237,MATH400121,56.1
2206277422,CORE102600,64.7
2195800020,INFT500121,68.1
2216646982,INDE500801,61.0
2193694548,LITE303221,51.5
2214074682,AUTO544905,82.0
JL22025113,BSIS400121,77.8
2197199299,MACH392201,60.9
2215802117,FEES400301,74.6
2202910055,INSM502101,62.6
2209699506,LITE306821,58.5
2217959034,INDE500801,76.9
2224346066,INDE900801,70.2
2219758473,LITE303221,88.0
2198992036,GNED100401,75.8
2196416655,LITE402421,67.6
2195897321,LITE101021,null
2203225789,MACH390801,77.8
2207748693,INSM302201,63.5
